Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Cost,Profit Margin
West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Apparel,45.0,175,7875.0,3150.0,In-store,4725.0,40.0
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Men's Apparel,50.0,175,8750.0,3938.0,In-store,4812.0,45.00571428571429
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Apparel,45.0,175,7875.0,3544.0,In-store,4331.0,45.0031746031746
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Men's Apparel,45.0,175,7875.0,2756.0,Online,5119.0,34.9968253968254
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,175,7875.0,2756.0,Online,5119.0,34.9968253968254
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Women's Street Footwear,40.0,175,7000.0,2800.0,Online,4200.0,40.0
Amazon,1185732,2021-10-22,Southeast,Kentucky,Louisville,Women's Street Footwear,45.0,175,7875.0,3150.0,Online,4725.0,40.0
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.0,175,3500.0,1400.0,Online,2100.0,40.0
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Apparel,35.0,175,6125.0,2144.0,Online,3981.0,35.00408163265306
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Apparel,40.0,175,7000.0,2450.0,Online,4550.0,35.0
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.0,175,3500.0,1225.0,Online,2275.0,35.0
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Men's Apparel,30.0,175,5250.0,1838.0,Online,3412.0,35.009523809523806
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Men's Apparel,50.0,175,8750.0,3063.0,Online,5687.0,35.005714285714284
Foot Locker,1185732,2021-02-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.0,175,7000.0,2100.0,Online,4900.0,30.0
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.0,175,8750.0,3063.0,Online,5687.0,35.005714285714284
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.0,175,7875.0,2363.0,Online,5512.0,30.00634920634921
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.0,175,6125.0,1838.0,Online,4287.0,30.00816326530612
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.0,175,7875.0,2756.0,Online,5119.0,34.9968253968254
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,40.0,175,7000.0,2100.0,Online,4900.0,30.0
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.0,175,8750.0,3063.0,Online,5687.0,35.005714285714284
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35.0,175,6125.0,1838.0,Online,4287.0,30.00816326530612
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45.0,175,7875.0,2363.0,Online,5512.0,30.00634920634921
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.0,175,7875.0,2756.0,Online,5119.0,34.9968253968254
Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35.0,175,6125.0,1838.0,Online,4287.0,30.00816326530612
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Men's Apparel,45.0,175,7875.0,2756.0,Online,5119.0,34.9968253968254
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Street Footwear,40.0,175,7000.0,2100.0,In-store,4900.0,30.0
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30.0,175,5250.0,1575.0,In-store,3675.0,30.0
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Men's Apparel,40.0,175,7000.0,2450.0,In-store,4550.0,35.0
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.0,175,7000.0,2100.0,In-store,4900.0,30.0
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Men's Apparel,50.0,175,8750.0,3063.0,In-store,5687.0,35.005714285714284
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Women's Street Footwear,30.0,175,5250.0,1575.0,In-store,3675.0,30.0
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.0,175,7000.0,2100.0,In-store,4900.0,30.0
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20.0,175,3500.0,1225.0,In-store,2275.0,35.0
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20.0,175,3500.0,1225.0,In-store,2275.0,35.0
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Street Footwear,10.0,175,1750.0,525.0,In-store,1225.0,30.0
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25.0,175,4375.0,1313.0,In-store,3062.0,30.01142857142857
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Apparel,35.0,175,6125.0,3063.0,In-store,3062.0,50.00816326530612
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,40.0,175,7000.0,2100.0,In-store,4900.0,30.0
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Men's Apparel,50.0,175,8750.0,4375.0,In-store,4375.0,50.0
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Women's Street Footwear,25.0,175,4375.0,1313.0,In-store,3062.0,30.01142857142857
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20.0,175,3500.0,1225.0,In-store,2275.0,35.0
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35.0,175,6125.0,1838.0,In-store,4287.0,30.00816326530612
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Men's Apparel,45.0,175,7875.0,3938.0,In-store,3937.0,50.00634920634921
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25.0,175,4375.0,1313.0,In-store,3062.0,30.01142857142857
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,35.0,175,6125.0,3063.0,In-store,3062.0,50.00816326530612
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40.0,175,7000.0,2100.0,In-store,4900.0,30.0
West Gear,1185732,2021-08-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,50.0,175,8750.0,4375.0,In-store,4375.0,50.0
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men's Apparel,35.0,175,6125.0,1838.0,In-store,4287.0,30.00816326530612
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,35.0,175,6125.0,2144.0,In-store,3981.0,35.00408163265306
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30.0,175,5250.0,1838.0,In-store,3412.0,35.009523809523806
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men's Apparel,40.0,175,7000.0,2100.0,In-store,4900.0,30.0
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45.0,175,7875.0,2756.0,In-store,5119.0,34.9968253968254
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men's Apparel,50.0,175,8750.0,2625.0,In-store,6125.0,30.0
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women's Street Footwear,25.0,175,4375.0,1531.0,In-store,2844.0,34.994285714285716
West Gear,1185732,2021-02-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35.0,175,6125.0,2450.0,In-store,3675.0,40.0
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25.0,175,4375.0,1750.0,In-store,2625.0,40.0
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25.0,175,4375.0,1750.0,In-store,2625.0,40.0
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Women's Street Footwear,35.0,175,6125.0,2450.0,In-store,3675.0,40.0
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35.0,175,6125.0,2450.0,In-store,3675.0,40.0
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Men's Apparel,45.0,175,7875.0,3150.0,In-store,4725.0,40.0
West Gear,1185732,2021-02-22,Northeast,West Virginia,Charleston,Women's Street Footwear,25.0,175,4375.0,1531.0,In-store,2844.0,34.994285714285716
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Women's Street Footwear,25.0,175,4375.0,1531.0,In-store,2844.0,34.994285714285716
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Women's Apparel,35.0,175,6125.0,1838.0,In-store,4287.0,30.00816326530612
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.0,175,7875.0,2756.0,In-store,5119.0,34.9968253968254
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women's Street Footwear,40.0,175,7000.0,2450.0,In-store,4550.0,35.0
Sports Direct,1185732,2021-07-20,Northeast,Maryland,Baltimore,Men's Apparel,50.0,175,8750.0,2625.0,In-store,6125.0,30.0
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,50.0,175,8750.0,3063.0,In-store,5687.0,35.005714285714284
Foot Locker,1185732,2021-12-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50.0,175,8750.0,3063.0,In-store,5687.0,35.005714285714284
Foot Locker,1185732,2021-01-17,Northeast,Maryland,Baltimore,Women's Athletic Footwear,35.0,175,6125.0,2450.0,In-store,3675.0,40.0
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Men's Apparel,50.0,175,8750.0,2625.0,In-store,6125.0,30.0
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Men's Apparel,45.0,175,7875.0,2363.0,In-store,5512.0,30.00634920634921
Kohl's,1185732,2021-02-08,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35.0,175,6125.0,2144.0,In-store,3981.0,35.00408163265306
Kohl's,1185732,2021-02-08,Northeast,New Jersey,Newark,Men's Apparel,45.0,175,7875.0,2363.0,In-store,5512.0,30.00634920634921
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,35.0,175,6125.0,2144.0,In-store,3981.0,35.00408163265306
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Women's Street Footwear,25.0,175,4375.0,1750.0,In-store,2625.0,40.0
Kohl's,1185732,2021-08-07,Northeast,New Jersey,Newark,Men's Apparel,50.0,175,8750.0,2625.0,In-store,6125.0,30.0
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,175,7000.0,2800.0,In-store,4200.0,40.0
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.0,175,7875.0,2363.0,In-store,5512.0,30.00634920634921
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Women's Street Footwear,25.0,175,4375.0,1750.0,In-store,2625.0,40.0
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Street Footwear,25.0,175,4375.0,1750.0,In-store,2625.0,40.0
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Apparel,35.0,175,6125.0,2450.0,In-store,3675.0,40.0
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,175,7875.0,2756.0,In-store,5119.0,34.9968253968254
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Apparel,50.0,175,8750.0,2625.0,In-store,6125.0,30.0
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,40.0,175,7000.0,2100.0,In-store,4900.0,30.0
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45.0,175,7875.0,1969.0,In-store,5906.0,25.003174603174607
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45.0,175,7875.0,1969.0,In-store,5906.0,25.003174603174607
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,40.0,175,7000.0,2450.0,In-store,4550.0,35.0
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Athletic Footwear,45.0,175,7875.0,2363.0,In-store,5512.0,30.00634920634921
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45.0,175,7875.0,2363.0,In-store,5512.0,30.00634920634921
Sports Direct,1197831,2020-07-22,Northeast,New York,New York,Women's Athletic Footwear,34.0,175,595.0,327.0,Online,268.0,54.957983193277315
Sports Direct,1197831,2020-07-28,South,Texas,Houston,Women's Athletic Footwear,34.0,175,595.0,357.0,Online,238.0,60.0
Walmart,1197831,2020-09-09,South,Texas,Houston,Men's Apparel,44.0,175,770.0,331.0,Online,439.0,42.98701298701298
West Gear,1128299,2020-11-04,South,Texas,Houston,Women's Athletic Footwear,48.0,175,840.0,336.0,Online,504.0,40.0
West Gear,1128299,2020-11-14,West,California,San Francisco,Men's Athletic Footwear,58.0,175,1015.0,305.0,Online,710.0,30.049261083743843
West Gear,1128299,2021-02-15,West,California,San Francisco,Men's Apparel,59.0,175,1033.0,620.0,Online,413.0,60.01936108422071
Kohl's,1189833,2021-04-09,West,California,Los Angeles,Women's Street Footwear,49.0,175,858.0,472.0,Online,386.0,55.011655011655016
Kohl's,1189833,2021-04-22,West,California,Los Angeles,Women's Athletic Footwear,44.0,175,770.0,370.0,Online,400.0,48.05194805194805
Kohl's,1189833,2021-05-16,West,California,Los Angeles,Women's Athletic Footwear,48.0,175,840.0,378.0,Online,462.0,45.0
Sports Direct,1197831,2021-08-30,South,Texas,Dallas,Men's Athletic Footwear,28.0,175,490.0,235.0,Online,255.0,47.95918367346938
Sports Direct,1197831,2021-09-06,South,Texas,Dallas,Women's Street Footwear,24.0,175,420.0,197.0,Online,223.0,46.904761904761905
West Gear,1128299,2020-07-03,West,Washington,Seattle,Women's Street Footwear,78.0,175,1365.0,478.0,Online,887.0,35.018315018315015
Foot Locker,1185732,2020-08-09,West,Washington,Seattle,Women's Athletic Footwear,38.0,175,665.0,266.0,Online,399.0,40.0
Foot Locker,1185732,2020-08-21,Southeast,Florida,Miami,Women's Athletic Footwear,36.0,175,630.0,252.0,Online,378.0,40.0
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,49.0,175,858.0,369.0,Online,489.0,43.00699300699301
Sports Direct,1197831,2021-09-18,South,Alabama,Birmingham,Men's Street Footwear,51.0,175,893.0,536.0,Online,357.0,60.02239641657335
Sports Direct,1197831,2021-10-08,South,Alabama,Birmingham,Women's Street Footwear,64.0,175,1120.0,694.0,Online,426.0,61.964285714285715
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Athletic Footwear,54.0,175,945.0,359.0,Online,586.0,37.98941798941799
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Athletic Footwear,54.0,175,945.0,454.0,Online,491.0,48.042328042328045
Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Apparel,87.0,175,1523.0,685.0,Online,838.0,44.97701904136572
Foot Locker,1128299,2021-12-22,West,Arizona,Phoenix,Men's Athletic Footwear,49.0,175,858.0,463.0,Online,395.0,53.96270396270396
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Street Footwear,56.0,175,980.0,490.0,Online,490.0,50.0
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58.0,175,1015.0,528.0,Online,487.0,52.01970443349754
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Apparel,48.0,175,840.0,386.0,Online,454.0,45.95238095238095
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,28.0,175,490.0,250.0,Online,240.0,51.02040816326531
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Men's Street Footwear,50.0,175,875.0,481.0,Online,394.0,54.97142857142857
Foot Locker,1185732,2021-11-27,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,49.0,175,858.0,489.0,Outlet,369.0,56.993006993006986
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Street Footwear,39.0,175,683.0,273.0,Outlet,410.0,39.97071742313324
West Gear,1128299,2021-02-17,West,Oregon,Portland,Men's Street Footwear,24.0,175,420.0,189.0,Outlet,231.0,45.0
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Men's Street Footwear,33.0,175,578.0,243.0,Outlet,335.0,42.04152249134948
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Men's Athletic Footwear,40.0,175,700.0,301.0,Outlet,399.0,43.0
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Street Footwear,40.0,175,700.0,266.0,Outlet,434.0,38.0
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Athletic Footwear,33.0,175,578.0,243.0,Outlet,335.0,42.04152249134948
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Women's Apparel,49.0,175,858.0,403.0,Outlet,455.0,46.96969696969697
Sports Direct,1197831,2020-08-03,South,Texas,Houston,Women's Athletic Footwear,37.0,174,644.0,373.0,Online,271.0,57.919254658385086
West Gear,1128299,2020-12-22,West,California,San Francisco,Women's Athletic Footwear,58.0,174,1009.0,434.0,Online,575.0,43.01288404360753
Kohl's,1189833,2021-04-12,West,California,Los Angeles,Women's Apparel,62.0,174,1079.0,356.0,Online,723.0,32.9935125115848
Kohl's,1189833,2021-05-17,West,California,Los Angeles,Men's Apparel,56.0,174,974.0,663.0,Online,311.0,68.06981519507187
Kohl's,1189833,2021-05-23,West,California,Los Angeles,Men's Apparel,55.0,174,957.0,660.0,Online,297.0,68.96551724137932
Sports Direct,1197831,2021-09-13,South,Texas,Dallas,Women's Athletic Footwear,43.0,174,748.0,412.0,Online,336.0,55.080213903743314
West Gear,1128299,2020-02-06,West,Nevada,Las Vegas,Women's Apparel,73.0,174,1270.0,508.0,Online,762.0,40.0
West Gear,1128299,2020-02-08,West,Nevada,Las Vegas,Men's Athletic Footwear,61.0,174,1061.0,382.0,Online,679.0,36.00377002827521
West Gear,1128299,2020-02-19,West,Nevada,Las Vegas,Men's Street Footwear,56.0,174,974.0,468.0,Online,506.0,48.04928131416838
West Gear,1128299,2020-07-14,West,Washington,Seattle,Men's Athletic Footwear,71.0,174,1235.0,432.0,Online,803.0,34.97975708502024
Sports Direct,1197831,2021-04-12,South,Tennessee,Knoxville,Women's Athletic Footwear,36.0,174,626.0,382.0,Online,244.0,61.0223642172524
Sports Direct,1197831,2021-05-11,South,Tennessee,Knoxville,Women's Street Footwear,50.0,174,870.0,487.0,Online,383.0,55.97701149425287
Sports Direct,1197831,2021-08-08,South,Alabama,Birmingham,Men's Athletic Footwear,33.0,174,574.0,310.0,Online,264.0,54.00696864111498
Amazon,1185732,2021-12-20,West,Alaska,Anchorage,Men's Street Footwear,69.0,174,1201.0,564.0,Online,637.0,46.960865945045796
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Street Footwear,75.0,174,1305.0,522.0,Online,783.0,40.0
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Women's Street Footwear,33.0,174,574.0,212.0,Online,362.0,36.933797909407666
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Women's Apparel,38.0,174,661.0,258.0,Online,403.0,39.03177004538578
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Apparel,52.0,174,905.0,362.0,Online,543.0,40.0
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,44.0,174,766.0,306.0,Online,460.0,39.947780678851174
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Apparel,56.0,174,974.0,351.0,Online,623.0,36.03696098562628
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,37.0,174,644.0,328.0,Online,316.0,50.931677018633536
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Men's Street Footwear,32.0,174,557.0,278.0,Online,279.0,49.91023339317774
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Street Footwear,32.0,174,557.0,284.0,Online,273.0,50.987432675044886
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Women's Apparel,81.0,174,1409.0,677.0,Online,732.0,48.04826117814053
Foot Locker,1197831,2021-02-04,South,Louisiana,New Orleans,Men's Athletic Footwear,32.0,174,557.0,234.0,Online,323.0,42.010771992818675
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Street Footwear,47.0,174,818.0,393.0,Online,425.0,48.044009779951104
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Street Footwear,23.0,174,400.0,216.0,Online,184.0,54.0
Sports Direct,1197831,2021-10-19,South,Texas,Dallas,Women's Athletic Footwear,59.0,173,1021.0,633.0,Online,388.0,61.99804113614103
